city_id,city_name,country,continent,W0_baseline,W1_equal,W2_gap_heavy,W3_continuity_heavy,W4_coverage_only,W5_dualpol_heavy,W6_no_1b_shock
South_Asia_r02_c02_+25650+6298,Seoni,India,South_Asia,0.6970606826801518,0.678992836072482,0.7362199747155499,0.7079013906447535,0.7258849557522123,0.7362199747155499,0.6846238938053099
South_Asia_r02_c02_+25653+6386,Ramtek,India,South_Asia,0.695850275053815,0.6720082914773179,0.73478832815116,0.7069122219564699,0.727433628318584,0.73478832815116,0.6858407079646018
South_Asia_r02_c02_+25655+7142,Gooty,India,South_Asia,0.6985518905872888,0.686913381603647,0.73793242156074,0.7091713596138375,0.7243362831858406,0.7379324215607401,0.6834070796460178
South_Asia_r02_c02_+25657+6949,Mahbubnagar,India,South_Asia,0.6985518905872888,0.686913381603647,0.73793242156074,0.7091713596138375,0.7243362831858406,0.7379324215607401,0.6834070796460178
South_Asia_r02_c02_+25662+6693,Koratla,India,South_Asia,0.6972884048105287,0.6802435519249679,0.7364845700022691,0.7080922396187883,0.725626843657817,0.7364845700022691,0.6844210914454277
South_Asia_r02_c02_+25665+6408,Mauda,India,South_Asia,0.6972884048105287,0.6802435519249679,0.7364845700022691,0.7080922396187883,0.725626843657817,0.7364845700022691,0.6844210914454277
South_Asia_r02_c02_+25666+6794,Narsingi,India,South_Asia,0.7286873156342183,0.7200098328416912,0.7631268436578171,0.7438053097345134,0.7589233038348082,0.7631268436578171,0.7114675516224189
South_Asia_r02_c02_+25666+6896,Raniganj,India,South_Asia,0.700004174319586,0.6829047698558466,0.7389422274169309,0.7101811654700284,0.727433628318584,0.7389422274169309,0.6876106194690266
South_Asia_r02_c02_+25667+6924,Farrukhnagar,India,South_Asia,0.7065428695778325,0.672252043135548,0.7430472943565936,0.7191534890468592,0.7444690265486725,0.7430472943565936,0.700995575221239
South_Asia_r02_c02_+25667+6942,Jadcherla,India,South_Asia,0.701386980340424,0.6570323140157691,0.7378176588065006,0.7149563018743473,0.744985250737463,0.7378176588065006,0.6996312684365783
South_Asia_r02_c02_+25667+6990,Wanparti,India,South_Asia,0.6985518905872888,0.686913381603647,0.73793242156074,0.7091713596138375,0.7243362831858406,0.7379324215607401,0.6834070796460178
South_Asia_r02_c02_+25668+7205,Anantapur,India,South_Asia,0.6982817109144543,0.6855211406096362,0.7376253687315635,0.7089380530973453,0.724594395280236,0.7376253687315635,0.6836098820058998
South_Asia_r02_c02_+25669+7305,Hindupur,India,South_Asia,0.6964233038348082,0.67539331366765,0.7354719764011799,0.7073746312684366,0.7266592920353983,0.7354719764011799,0.6852323008849558
South_Asia_r02_c02_+25673+7109,Dhone,India,South_Asia,0.6972884048105287,0.6802435519249679,0.7364845700022691,0.7080922396187883,0.725626843657817,0.7364845700022691,0.6844210914454277
South_Asia_r02_c02_+25674+6828,Medchal,India,South_Asia,0.699207227138643,0.683689773844641,0.7382927728613569,0.7096792035398231,0.7264011799410028,0.7382927728613569,0.6859144542772863
South_Asia_r02_c02_+25675+7068,Kurnool,India,South_Asia,0.6985518905872888,0.686913381603647,0.73793242156074,0.7091713596138375,0.7243362831858406,0.7379324215607401,0.6834070796460178
South_Asia_r02_c02_+25677+7229,Dharmavaram,India,South_Asia,0.6985518905872888,0.686913381603647,0.73793242156074,0.7091713596138375,0.7243362831858406,0.7379324215607401,0.6834070796460178
South_Asia_r02_c02_+25680+6413,Bela,India,South_Asia,0.7012985570600988,0.6542793593252064,0.7375448697444645,0.7150522443757331,0.7462758112094394,0.7375448697444645,0.7006452802359883
South_Asia_r02_c02_+25689+6702,Jagtial,India,South_Asia,0.6972884048105287,0.6802435519249679,0.7364845700022691,0.7080922396187883,0.725626843657817,0.7364845700022691,0.6844210914454277
South_Asia_r02_c02_+25689+6745,Sirsilla,India,South_Asia,0.703399467123418,0.6657071716306657,0.7399776382148634,0.7168212960319726,0.743952802359882,0.7399776382148634,0.6988200589970502
South_Asia_r02_c02_+25692+6556,Chanda,India,South_Asia,0.7031921618204804,0.6640328697850821,0.7396965865992414,0.7166877370417194,0.7444690265486725,0.7396965865992414,0.6992256637168143
South_Asia_r02_c02_+25696+7167,Tadpatri,India,South_Asia,0.6955014749262538,0.6698623402163224,0.7343657817109144,0.706637168141593,0.7279498525073747,0.7343657817109144,0.6862463126843658
